paper_id,title,pub_date,journal,abstract
paper_6e3318da80,Benchmarking Ai-Driven Medicinal Chemistry,2022-09-28,Nature Communications,Reports improvements in safety using microfabrication.
paper_31e4282fc0,Engineering Mrna Therapeutics,2012-01-31,Nature Communications,Reports improvements in safety using microfabrication.
paper_cf5bd8250e,A study of Lab-On-A-Chip,2013-04-02,Sci Reports,Reports improvements in stability using microfabrication.
paper_d56470c528,A study of Car-T Manufacturing,2017-08-12,J. Med. Chem.,Reports improvements in safety using closed-loop control.
paper_c5adeb3721,On Ultrafast Li-Ion Charging,2016-04-16,Sci Reports,Reports improvements in throughput using novel reagent.
paper_e3541f956c,Engineering Nanopore Sequencing,2019-01-26,IEEE TBME,Reports improvements in stability using closed-loop control.
paper_c21028b151,A study of Single-Cell Multiomics,2015-03-04,IEEE TBME,Reports improvements in yield using microfabrication.
paper_2e3b9c4429,Engineering Gene Editing (Crispr),2022-07-20,BioRxiv,Reports improvements in throughput using novel reagent.
paper_b1b87bcb77,Benchmarking Biosensors,2019-08-24,BioRxiv,Reports improvements in yield using closed-loop control.
paper_2bfd3071f5,Engineering Single-Cell Multiomics,2010-12-01,Nature Communications,Reports improvements in throughput using closed-loop control.
paper_9d1884bcb3,A study of Diagnostic Imaging,2014-07-04,Nature Communications,Reports improvements in efficacy using microfabrication.
paper_9f80ef9ade,Benchmarking Ai-Driven Medicinal Chemistry,2025-09-12,Nature Communications,Reports improvements in stability using closed-loop control.
paper_244fb1fd52,On Bioprinting,2024-03-15,Nature Communications,Reports improvements in stability using novel reagent.
paper_9fa7b3d533,Towards Bioreactor Control,2015-08-11,Science Advances,Reports improvements in throughput using novel reagent.
paper_b3b6e65801,Engineering Robotic Prosthetics,2012-06-15,IEEE TBME,Reports improvements in safety using closed-loop control.
paper_46b883c02f,A study of Mrna Therapeutics,2016-11-28,BioRxiv,Reports improvements in stability using ML optimisation.
paper_b7c7af231f,A study of Car-T Manufacturing,2022-04-30,Sci Reports,Reports improvements in efficacy using novel reagent.
paper_2c252c051b,Engineering Ultrafast Li-Ion Charging,2010-05-31,Science Advances,Reports improvements in efficacy using novel reagent.
paper_2d5e4b1dd3,A study of Bioprinting,2018-07-31,BioRxiv,Reports improvements in stability using microfabrication.
paper_e2fd0a4b22,A study of Bioprinting,2021-04-09,BioRxiv,Reports improvements in safety using novel reagent.
paper_c2a5067213,On Wearable Health Sensors,2022-03-14,IEEE TBME,Reports improvements in yield using novel reagent.
paper_a7c3332c2e,Engineering Robotic Prosthetics,2019-04-07,IEEE TBME,Reports improvements in safety using microfabrication.
paper_6694ff01c4,A study of Car-T Manufacturing,2014-10-08,Nature Communications,Reports improvements in throughput using closed-loop control.
paper_4e9470192d,On Gene Editing (Crispr),2010-08-19,Sci Reports,Reports improvements in stability using microfabrication.
paper_9b3cc2d13f,Towards Gene Editing (Crispr),2020-05-08,Science Advances,Reports improvements in yield using closed-loop control.
paper_3fcf590160,On Mrna Therapeutics,2010-05-26,medRxiv,Reports improvements in yield using novel reagent.
paper_d775121fbf,Engineering Wearable Health Sensors,2019-04-20,Science Advances,Reports improvements in yield using ML optimisation.
paper_70620ae901,Benchmarking Bioprinting,2016-01-17,Science Advances,Reports improvements in efficacy using closed-loop control.
paper_c9b0c0418d,A study of Solid-State Cooling,2013-10-06,BioRxiv,Reports improvements in throughput using ML optimisation.
paper_63184d90bc,On Lab-On-A-Chip,2014-07-13,IEEE TBME,Reports improvements in safety using closed-loop control.
paper_9fb14d69ef,Towards Ultrafast Li-Ion Charging,2017-06-06,Science Advances,Reports improvements in stability using novel reagent.
paper_28417eb8b5,A study of Nanopore Sequencing,2021-09-17,BioRxiv,Reports improvements in safety using microfabrication.
paper_edca22dcc9,A study of Lab-On-A-Chip,2020-09-02,J. Med. Chem.,Reports improvements in safety using closed-loop control.
paper_80d35867ec,Benchmarking Robotic Prosthetics,2023-11-08,Sci Reports,Reports improvements in efficacy using closed-loop control.
paper_da12bedaa4,Engineering Microfluidics,2023-08-04,J. Med. Chem.,Reports improvements in stability using closed-loop control.
paper_de669fb65c,Towards Diagnostic Imaging,2010-02-13,Science Advances,Reports improvements in efficacy using ML optimisation.
paper_dff49ac502,On Single-Cell Multiomics,2025-11-15,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_77f2b0ad2c,On Bioprinting,2015-08-07,Science Advances,Reports improvements in efficacy using novel reagent.
paper_7d94c9b952,Towards Bioprinting,2011-01-21,BioRxiv,Reports improvements in efficacy using ML optimisation.
paper_93c2788e88,Benchmarking Ultrafast Li-Ion Charging,2017-01-27,Science Advances,Reports improvements in stability using ML optimisation.
paper_fd93609d73,Engineering Ultrafast Li-Ion Charging,2024-04-17,IEEE TBME,Reports improvements in safety using microfabrication.
paper_c1ec5bb07b,On Lab-On-A-Chip,2022-08-08,Science Advances,Reports improvements in throughput using novel reagent.
paper_e538d6a1c7,Engineering Car-T Manufacturing,2021-01-25,J. Med. Chem.,Reports improvements in yield using microfabrication.
paper_280923a2c7,Engineering Microfluidics,2025-09-15,BioRxiv,Reports improvements in yield using microfabrication.
paper_6a5c9044ff,Engineering Gene Editing (Crispr),2021-02-27,Science Advances,Reports improvements in stability using closed-loop control.
paper_4853ca64a6,On Ultrafast Li-Ion Charging,2022-07-31,IEEE TBME,Reports improvements in safety using ML optimisation.
paper_801ef4982d,A study of Gene Editing (Crispr),2016-07-13,Sci Reports,Reports improvements in efficacy using ML optimisation.
paper_3d40a36325,Towards Bioreactor Control,2018-02-08,BioRxiv,Reports improvements in safety using closed-loop control.
paper_56e4161fec,Engineering Car-T Manufacturing,2020-01-30,Nature Communications,Reports improvements in efficacy using ML optimisation.
paper_d418d93c9e,Engineering Photovoltaic Perovskites,2021-03-27,Nature Communications,Reports improvements in stability using microfabrication.
paper_72d6a23842,Benchmarking Protein Engineering,2019-08-15,Sci Reports,Reports improvements in yield using ML optimisation.
paper_769a928d1a,Towards Graphene Membranes,2012-10-29,J. Med. Chem.,Reports improvements in safety using novel reagent.
paper_da49b4e512,A study of Biosensors,2025-09-11,J. Med. Chem.,Reports improvements in yield using ML optimisation.
paper_4a62bef55e,Towards Wearable Health Sensors,2013-03-31,Sci Reports,Reports improvements in efficacy using ML optimisation.
paper_d908376aa8,On Graphene Membranes,2015-10-30,IEEE TBME,Reports improvements in yield using closed-loop control.
paper_921e6936f9,Engineering Mrna Therapeutics,2025-01-27,Science Advances,Reports improvements in stability using novel reagent.
paper_a87f141fa6,On Robotic Prosthetics,2012-03-31,Science Advances,Reports improvements in efficacy using closed-loop control.
paper_4001261d5b,Towards Microfluidics,2021-12-20,IEEE TBME,Reports improvements in safety using novel reagent.
paper_92a3d30122,On Mrna Therapeutics,2014-05-12,medRxiv,Reports improvements in safety using novel reagent.
paper_10e80b281d,A study of Ai-Driven Medicinal Chemistry,2021-10-17,IEEE TBME,Reports improvements in safety using novel reagent.
paper_e4b5fff3c5,Benchmarking Ai-Driven Medicinal Chemistry,2017-06-08,Nature Communications,Reports improvements in safety using novel reagent.
paper_7236fc7aa0,A study of Diagnostic Imaging,2025-07-15,BioRxiv,Reports improvements in stability using microfabrication.
paper_7c694eb3d0,Engineering Solid-State Cooling,2021-01-24,Nature Communications,Reports improvements in throughput using closed-loop control.
paper_9c98eb4e87,On Single-Cell Multiomics,2020-05-04,BioRxiv,Reports improvements in efficacy using microfabrication.
paper_9ba5991a5a,Benchmarking Battery Chemistry,2025-10-31,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_3d426dfd60,On Car-T Manufacturing,2012-02-11,J. Med. Chem.,Reports improvements in yield using microfabrication.
paper_6ffc7fc0f8,Towards Nanopore Sequencing,2013-09-09,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_e147c58566,A study of Ultrafast Li-Ion Charging,2024-03-25,J. Med. Chem.,Reports improvements in stability using ML optimisation.
paper_215e27a21e,Benchmarking Wearable Health Sensors,2022-09-22,Sci Reports,Reports improvements in yield using ML optimisation.
paper_a27f2b49b5,Benchmarking Mrna Therapeutics,2017-03-10,Science Advances,Reports improvements in stability using ML optimisation.
paper_5100947f9c,On Gene Editing (Crispr),2021-02-23,medRxiv,Reports improvements in safety using closed-loop control.
paper_992d142302,On Robotic Prosthetics,2025-05-17,IEEE TBME,Reports improvements in efficacy using novel reagent.
paper_407fa3a257,On Bioprinting,2019-07-06,IEEE TBME,Reports improvements in throughput using closed-loop control.
paper_d9a71752a4,Engineering Bioprinting,2015-08-30,Nature Communications,Reports improvements in efficacy using novel reagent.
paper_dd07089f2d,On Solid-State Cooling,2014-11-19,medRxiv,Reports improvements in stability using ML optimisation.
paper_c058cdf5a5,Engineering Bioreactor Control,2017-05-01,medRxiv,Reports improvements in yield using microfabrication.
paper_7bcaf85f66,Engineering Single-Cell Multiomics,2017-02-01,J. Med. Chem.,Reports improvements in safety using microfabrication.
paper_c4daa86770,Benchmarking Battery Chemistry,2010-09-30,J. Med. Chem.,Reports improvements in safety using ML optimisation.
paper_f7a4254b10,Towards Biosensors,2017-02-01,J. Med. Chem.,Reports improvements in efficacy using novel reagent.
paper_c80afbbafe,A study of Mrna Therapeutics,2013-07-17,Nature Communications,Reports improvements in yield using microfabrication.
paper_2f8cd4da99,On Graphene Membranes,2014-06-30,Sci Reports,Reports improvements in yield using closed-loop control.
paper_ee5505df4d,A study of Photovoltaic Perovskites,2018-12-17,J. Med. Chem.,Reports improvements in efficacy using novel reagent.
paper_1b2b4b2c42,On Wearable Health Sensors,2018-07-28,Science Advances,Reports improvements in yield using ML optimisation.
paper_aa337bf007,A study of Bioprinting,2024-11-20,IEEE TBME,Reports improvements in safety using novel reagent.
paper_9955f69615,Engineering Mrna Therapeutics,2017-03-30,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_35fd985c10,Towards Ultrafast Li-Ion Charging,2024-01-26,medRxiv,Reports improvements in safety using microfabrication.
paper_f06196acdc,A study of Mrna Therapeutics,2011-04-09,medRxiv,Reports improvements in stability using novel reagent.
paper_81897c3cc8,Benchmarking Diagnostic Imaging,2011-01-01,medRxiv,Reports improvements in throughput using ML optimisation.
paper_30cbabdf17,On Robotic Prosthetics,2018-05-08,BioRxiv,Reports improvements in safety using novel reagent.
paper_a5d7e30ffa,A study of Solid-State Cooling,2016-03-19,IEEE TBME,Reports improvements in stability using ML optimisation.
paper_8c36f109c5,Towards Car-T Manufacturing,2015-09-29,medRxiv,Reports improvements in safety using microfabrication.
paper_3cb6217870,On Battery Chemistry,2017-10-26,Science Advances,Reports improvements in efficacy using closed-loop control.
paper_387663d98e,Engineering Solid-State Cooling,2015-05-20,BioRxiv,Reports improvements in efficacy using microfabrication.
paper_f1a8791e7c,A study of Biosensors,2011-07-25,Science Advances,Reports improvements in yield using microfabrication.
paper_72fd9febd5,Engineering Bioprinting,2014-11-19,Nature Communications,Reports improvements in throughput using novel reagent.
paper_67a1b67c4a,A study of Car-T Manufacturing,2016-09-20,Nature Communications,Reports improvements in safety using closed-loop control.
paper_4edb25dab9,Towards Car-T Manufacturing,2012-10-12,Sci Reports,Reports improvements in safety using closed-loop control.
paper_2932d956b4,Benchmarking Wearable Health Sensors,2015-10-10,IEEE TBME,Reports improvements in efficacy using microfabrication.
paper_02e74c76c9,Benchmarking Nanopore Sequencing,2022-01-15,Sci Reports,Reports improvements in efficacy using microfabrication.
paper_709abe5864,A study of Bioreactor Control,2023-02-20,IEEE TBME,Reports improvements in stability using closed-loop control.
paper_445ca4038a,Benchmarking Protein Engineering,2019-11-27,BioRxiv,Reports improvements in stability using closed-loop control.
paper_d70dd3d950,Engineering Gene Editing (Crispr),2024-06-02,Nature Communications,Reports improvements in throughput using microfabrication.
paper_1d193f7b1f,A study of Ultrafast Li-Ion Charging,2021-08-07,BioRxiv,Reports improvements in safety using closed-loop control.
paper_4b7f78e1c9,Towards Battery Chemistry,2014-05-20,Nature Communications,Reports improvements in efficacy using novel reagent.
paper_089eda34c9,On Solid-State Cooling,2025-04-05,IEEE TBME,Reports improvements in throughput using novel reagent.
paper_fa0b6afcc6,Benchmarking Battery Chemistry,2022-06-07,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_eb945d5662,Engineering Solid-State Cooling,2018-12-11,J. Med. Chem.,Reports improvements in safety using microfabrication.
paper_4b67a45cc3,Benchmarking Single-Cell Multiomics,2021-06-10,BioRxiv,Reports improvements in safety using microfabrication.
paper_1d5e1fc996,Towards Biosensors,2018-09-28,IEEE TBME,Reports improvements in stability using closed-loop control.
