patent_id,title,filing_date,assignee,abstract,claims
pat_2a5df69845,System for gene editing (CRISPR),2021-06-10,OmicsCore SA,Claims a novel apparatus improving selectivity using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: control algorithm ..."", ""Claim 9: composition ..."", ""Claim 10: system integration ..."", ""Claim 11: control algorithm ..."", ""Claim 12: composition ...""]"
pat_3c4995798e,Device for protein engineering,2020-05-29,GlobalChem,Claims a controller improving selectivity using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ...""]"
pat_87c50966a1,Composition for ultrafast Li-ion charging,2008-02-29,MedDevice Corp,Claims a novel apparatus improving throughput using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ...""]"
pat_5919b9cf3a,System for mRNA therapeutics,2020-11-30,Univ. Tech Labs,Claims a composition improving throughput using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ..."", ""Claim 9: system integration ..."", ""Claim 10: composition ..."", ""Claim 11: system integration ..."", ""Claim 12: composition ...""]"
pat_852af88a07,Composition for AI-driven medicinal chemistry,2010-08-18,SpinOut Biotech,Claims a method improving yield using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: composition ...""]"
pat_b2a7ec2594,Method for ultrafast Li-ion charging,2023-03-13,Independent Inventor,Claims a composition improving throughput using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: system integration ...""]"
pat_db3a4f9434,Method for photovoltaic perovskites,2009-02-13,SpinOut Biotech,Claims a novel apparatus improving selectivity using optimized buffer.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ...""]"
pat_9fcd37187f,Device for microfluidics,2024-02-24,OmicsCore SA,Claims a method improving throughput using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: system integration ..."", ""Claim 11: system integration ...""]"
pat_a0ae208b0f,Composition for single-cell multiomics,2013-06-25,DeepMaterials Inc,Claims a novel apparatus improving throughput using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ..."", ""Claim 9: system integration ..."", ""Claim 10: control algorithm ...""]"
pat_ddb8bb78ba,Composition for graphene membranes,2023-08-10,GlobalChem,Claims a composition improving yield using ML control.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: method step ...""]"
pat_73556f92a4,Device for photovoltaic perovskites,2010-03-26,Independent Inventor,Claims a novel apparatus improving yield using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: composition ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ...""]"
pat_da6054e9e7,Method for ultrafast Li-ion charging,2020-02-18,SpinOut Biotech,Claims a composition improving throughput using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ..."", ""Claim 9: system integration ..."", ""Claim 10: method step ...""]"
pat_4b96cb072a,Composition for mRNA therapeutics,2020-02-29,GlobalChem,Claims a method improving throughput using ML control.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ..."", ""Claim 8: system integration ..."", ""Claim 9: system integration ..."", ""Claim 10: control algorithm ..."", ""Claim 11: control algorithm ..."", ""Claim 12: system integration ...""]"
pat_d2e10f30ea,Method for CAR-T manufacturing,2011-12-21,SpinOut Biotech,Claims a composition improving throughput using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ...""]"
pat_299a61f91a,Composition for graphene membranes,2025-11-21,DeepMaterials Inc,Claims a novel apparatus improving yield using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: composition ...""]"
pat_ff19969da6,Method for photovoltaic perovskites,2008-09-25,Univ. Tech Labs,Claims a composition improving selectivity using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ..."", ""Claim 8: control algorithm ..."", ""Claim 9: composition ..."", ""Claim 10: control algorithm ..."", ""Claim 11: system integration ...""]"
pat_c70c0f0811,Composition for bioprinting,2012-08-24,Independent Inventor,Claims a novel apparatus improving yield using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ..."", ""Claim 9: system integration ..."", ""Claim 10: system integration ..."", ""Claim 11: composition ..."", ""Claim 12: control algorithm ...""]"
pat_6e1afceed9,System for nanopore sequencing,2013-08-02,OmicsCore SA,Claims a method improving yield using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ...""]"
pat_ee925824c3,Method for bioprinting,2023-06-12,GlobalChem,Claims a controller improving throughput using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: system integration ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: composition ...""]"
pat_dd637a8afe,Device for diagnostic imaging,2019-11-06,GlobalChem,Claims a composition improving stability using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: composition ..."", ""Claim 8: composition ..."", ""Claim 9: composition ..."", ""Claim 10: system integration ..."", ""Claim 11: system integration ..."", ""Claim 12: method step ...""]"
pat_1d9b8f005f,System for single-cell multiomics,2021-03-29,Univ. Tech Labs,Claims a controller improving yield using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: composition ..."", ""Claim 6: composition ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: method step ...""]"
pat_366fba1ef6,Composition for battery chemistry,2019-09-03,MedDevice Corp,Claims a controller improving selectivity using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ...""]"
pat_7316e1bddd,System for wearable health sensors,2014-02-13,OmicsCore SA,Claims a novel apparatus improving yield using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ...""]"
pat_36dd4fe7f2,Method for mRNA therapeutics,2019-01-28,Independent Inventor,Claims a novel apparatus improving yield using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: composition ...""]"
pat_42212b13c3,Composition for photovoltaic perovskites,2021-11-19,Univ. Tech Labs,Claims a novel apparatus improving throughput using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ...""]"
pat_a16b42bad6,Method for single-cell multiomics,2018-11-08,DeepMaterials Inc,Claims a novel apparatus improving stability using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: composition ..."", ""Claim 7: composition ..."", ""Claim 8: composition ...""]"
pat_2546e076b4,Composition for photovoltaic perovskites,2009-02-21,MedDevice Corp,Claims a novel apparatus improving yield using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ..."", ""Claim 9: system integration ..."", ""Claim 10: method step ..."", ""Claim 11: control algorithm ..."", ""Claim 12: control algorithm ...""]"
pat_7fe145a057,System for gene editing (CRISPR),2010-02-15,GlobalChem,Claims a novel apparatus improving stability using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: method step ...""]"
pat_f6def81048,Composition for solid-state cooling,2015-05-31,SpinOut Biotech,Claims a method improving yield using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: method step ...""]"
pat_afbfbc46ed,Method for lab-on-a-chip,2017-01-30,OmicsCore SA,Claims a novel apparatus improving yield using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ...""]"
pat_51aa8d4c26,Method for protein engineering,2010-03-11,SpinOut Biotech,Claims a composition improving selectivity using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ...""]"
pat_22f03b0c75,Method for lab-on-a-chip,2012-05-19,MedDevice Corp,Claims a method improving throughput using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: composition ..."", ""Claim 7: composition ..."", ""Claim 8: composition ..."", ""Claim 9: composition ..."", ""Claim 10: method step ...""]"
pat_5e8c25ce7c,Composition for biosensors,2014-04-24,MedDevice Corp,Claims a method improving yield using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: control algorithm ..."", ""Claim 10: control algorithm ...""]"
