seed_id,title,abstract,topic,date
seed_b67edb121c,Mrna Therapeutics — technology brief 2308,"Brief describing mRNA therapeutics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",mRNA therapeutics,2020-01-03
seed_7540ee8f4d,Single-Cell Multiomics — technology brief 2309,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2019-01-13
seed_46209758b0,Microfluidics — technology brief 2310,"Brief describing microfluidics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",microfluidics,2025-12-01
seed_3b2a3debc4,Wearable Health Sensors — technology brief 2311,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2025-08-12
seed_5ea8ba3d11,Diagnostic Imaging — technology brief 2312,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2020-08-28
seed_fec8d61283,Ultrafast Li-Ion Charging — technology brief 2313,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2025-02-07
seed_6f7feea47e,Diagnostic Imaging — technology brief 2314,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2023-12-27
seed_7d2f99d4a8,Graphene Membranes — technology brief 2315,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2019-01-28
seed_088e234a3d,Lab-On-A-Chip — technology brief 2316,"Brief describing lab-on-a-chip. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",lab-on-a-chip,2022-10-18
seed_76deb98e2d,Solid-State Cooling — technology brief 2317,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2020-11-03
seed_b30a29aac4,Wearable Health Sensors — technology brief 2318,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2023-07-13
seed_6c1dfae77e,Bioreactor Control — technology brief 2319,"Brief describing bioreactor control. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioreactor control,2019-02-07
seed_6489b7faed,Nanopore Sequencing — technology brief 2320,"Brief describing nanopore sequencing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",nanopore sequencing,2024-03-12
seed_8db1633fe1,Car-T Manufacturing — technology brief 2321,"Brief describing CAR-T manufacturing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",CAR-T manufacturing,2024-12-07
seed_1c37b6376c,Biosensors — technology brief 2322,"Brief describing biosensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",biosensors,2023-10-09
seed_7f41412531,Battery Chemistry — technology brief 2323,"Brief describing battery chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",battery chemistry,2025-03-06
seed_44b64a1bd0,Diagnostic Imaging — technology brief 2324,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2020-05-17
seed_08e79f2d32,Biosensors — technology brief 2325,"Brief describing biosensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",biosensors,2018-01-02
seed_9fe0371b37,Robotic Prosthetics — technology brief 2326,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2020-12-03
seed_c35c336f2d,Protein Engineering — technology brief 2327,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2022-07-19
seed_e3258227c2,Solid-State Cooling — technology brief 2328,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2023-07-12
seed_0e45daa9db,Bioreactor Control — technology brief 2329,"Brief describing bioreactor control. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioreactor control,2018-10-28
seed_93a2871903,Ultrafast Li-Ion Charging — technology brief 2330,"Brief describing ultrafast Li-ion charging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",ultrafast Li-ion charging,2025-10-14
seed_e9e332b37b,Microfluidics — technology brief 2331,"Brief describing microfluidics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",microfluidics,2021-01-25
seed_cc4e960bc5,Battery Chemistry — technology brief 2332,"Brief describing battery chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",battery chemistry,2020-03-06
